Date,Index Category,Sub Category,Region,Plow,Index,Phigh,UID
7/1/2020,Proppant,Proppant Price Index,Appalachian,59.14632861,64.55341625,67.01735061,1218112007
8/1/2020,Proppant,Proppant Price Index,Appalachian,59.55225868,64.91834578,66.91171485,1218112008
9/1/2020,Proppant,Proppant Price Index,Appalachian,59.61205651,65.00458301,66.62936253,1218112009
10/1/2020,Proppant,Proppant Price Index,Appalachian,57.03387653,63.99189382,65.76237968,1218112010
11/1/2020,Proppant,Proppant Price Index,Appalachian,54.37089175,61.4072409,64.22563912,1218112011
12/1/2020,Proppant,Proppant Price Index,Appalachian,53.75110054,61.38274632,64.02832466,1218112012
1/1/2021,Proppant,Proppant Price Index,Appalachian,53.49189343,61.14567256,64.14278865,1218112101
2/1/2021,Proppant,Proppant Price Index,Appalachian,52.6619166,60.46734569,63.56580404,1218112102
3/1/2021,Proppant,Proppant Price Index,Appalachian,52.90202751,60.0337326,63.34516621,1218112103
4/1/2021,Proppant,Proppant Price Index,Appalachian,54.53135769,60.27838815,63.88703802,1218112104
5/1/2021,Proppant,Proppant Price Index,Appalachian,55.50344147,60.18684343,63.94046985,1218112105
6/1/2021,Proppant,Proppant Price Index,Appalachian,55.50243381,60.08263909,63.94967933,1218112106
7/1/2021,Proppant,Proppant Price Index,Appalachian,55.90054962,60.55510753,64.56133208,1218112107
1/1/2018,Proppant,100-Mesh,Appalachian,94.47619048,100,125.8412698,1218121801
2/1/2018,Proppant,100-Mesh,Appalachian,94.67857143,100,125.5654762,1218121802
3/1/2018,Proppant,100-Mesh,Appalachian,94.83035714,100,125.6160714,1218121803
4/1/2018,Proppant,100-Mesh,Appalachian,94.33705357,100,125.9665179,1218121804
5/1/2018,Proppant,100-Mesh,Appalachian,94.41350446,100,124.8320313,1218121805
6/1/2018,Proppant,100-Mesh,Appalachian,93.35477121,100,123.3115234,1218121806
7/1/2018,Proppant,100-Mesh,Appalachian,92.33750698,100,121.5014997,1218121807
8/1/2018,Proppant,100-Mesh,Appalachian,92.55670166,100,120.1439819,1218121808
9/1/2018,Proppant,100-Mesh,Appalachian,89.95324053,98.66071429,116.8937007,1218121809
10/1/2018,Proppant,100-Mesh,Appalachian,88.00064468,97.65625,112.223847,1218121810
11/1/2018,Proppant,100-Mesh,Appalachian,85.42012637,96.90290179,107.8285995,1218121811
12/1/2018,Proppant,100-Mesh,Appalachian,82.81509478,91.42717634,103.1928782,1218121812
1/1/2019,Proppant,100-Mesh,Appalachian,79.96846394,87.32038225,100.1625158,1218121901
2/1/2019,Proppant,100-Mesh,Appalachian,73.3692051,83.34742955,94.09510114,1218121902
3/1/2019,Proppant,100-Mesh,Appalachian,67.94877882,78.13557216,88.42846871,1218121903
4/1/2019,Proppant,100-Mesh,Appalachian,65.06872697,75.34275055,85.29456582,1218121904
5/1/2019,Proppant,100-Mesh,Appalachian,62.90868809,73.24813434,82.94413865,1218121905
6/1/2019,Proppant,100-Mesh,Appalachian,62.20830178,70.56110076,81.18131827,1218121906
7/1/2019,Proppant,100-Mesh,Appalachian,60.76336919,68.54582557,79.85920299,1218121907
8/1/2019,Proppant,100-Mesh,Appalachian,59.41181261,67.03436917,78.86761653,1218121908
9/1/2019,Proppant,100-Mesh,Appalachian,60.18385946,69.24899117,78.12392668,1218121909
10/1/2019,Proppant,100-Mesh,Appalachian,58.97718031,65.77602909,76.22687358,1218121910
11/1/2019,Proppant,100-Mesh,Appalachian,58.07217094,66.96595039,75.6969409,1218121911
12/1/2019,Proppant,100-Mesh,Appalachian,53.59877107,67.85839136,75.52270568,1218121912
1/1/2020,Proppant,100-Mesh,Appalachian,53.03389973,67.63486495,74.49917211,1218122001
2/1/2020,Proppant,100-Mesh,Appalachian,52.61024622,67.46722014,74.4011648,1218122002
3/1/2020,Proppant,100-Mesh,Appalachian,54.41304181,67.34148653,74.10444503,1218122003
4/1/2020,Proppant,100-Mesh,Appalachian,54.64906707,66.35432919,73.43547663,1218122004
5/1/2020,Proppant,100-Mesh,Appalachian,55.71894316,66.50681832,72.26410747,1218122005
6/1/2020,Proppant,100-Mesh,Appalachian,56.07492166,65.72832802,70.04629489,1218122006
7/1/2020,Proppant,100-Mesh,Appalachian,57.23476267,65.1444603,68.38293545,1218122007
8/1/2020,Proppant,100-Mesh,Appalachian,57.32339343,64.70655951,67.13541588,1218122008
9/1/2020,Proppant,100-Mesh,Appalachian,57.27825936,64.37813392,66.19977619,1218122009
10/1/2020,Proppant,100-Mesh,Appalachian,52.47431952,62.68092187,64.15876072,1218122010
11/1/2020,Proppant,100-Mesh,Appalachian,48.28431107,59.28747712,62.57219554,1218122011
12/1/2020,Proppant,100-Mesh,Appalachian,47.28466187,58.86292927,61.43807522,1218122012
1/1/2021,Proppant,100-Mesh,Appalachian,46.62421069,58.54451838,60.95578856,1218122101
2/1/2021,Proppant,100-Mesh,Appalachian,46.1288723,58.30571021,60.59407356,1218122102
3/1/2021,Proppant,100-Mesh,Appalachian,47.43147566,58.6065148,61.06664892,1218122103
4/1/2021,Proppant,100-Mesh,Appalachian,50.45083888,58.83211824,61.42108044,1218122104
5/1/2021,Proppant,100-Mesh,Appalachian,52.71536131,59.00132083,61.68690408,1218122105
6/1/2021,Proppant,100-Mesh,Appalachian,52.92937812,59.12822276,61.88627181,1218122106
