Date_x,Index Category_x,Sub Category_x,Region_x,Plow_x,Index_x,Phigh_x,UID,Date_y,Index Category_y,Sub Category_y,Region_y,Plow_y,Index_y,Phigh_y,Change
01-01-2018,Proppant,Proppant Price Index,Anadarko,77.80905012,100.0,116.2096588,1118111801,1/1/2018,Proppant,Proppant Price Index,Anadarko,77.80905012,100.0,116.2096588,0.0
02-01-2018,Proppant,Proppant Price Index,Anadarko,78.55797564,101.9798419,118.1047234,1118111802,2/1/2018,Proppant,Proppant Price Index,Anadarko,78.55797564,101.9798419,118.1047234,0.0
03-01-2018,Proppant,Proppant Price Index,Anadarko,79.40832557,101.9659861,118.4240358,1118111803,3/1/2018,Proppant,Proppant Price Index,Anadarko,79.40832557,101.9659862,118.4240358,-9.807192780538127e-08
04-01-2018,Proppant,Proppant Price Index,Anadarko,79.81275359,101.2673842,118.0947484,1118111804,4/1/2018,Proppant,Proppant Price Index,Anadarko,79.81275362,101.2673842,118.0947484,0.0
05-01-2018,Proppant,Proppant Price Index,Anadarko,80.54928949,98.57196318,115.3997566,1118111805,5/1/2018,Proppant,Proppant Price Index,Anadarko,80.54928952,98.57196323,115.3997567,-5.0724359562857996e-08
06-01-2018,Proppant,Proppant Price Index,Anadarko,76.8800309,92.87868495,108.6762341,1118111806,6/1/2018,Proppant,Proppant Price Index,Anadarko,76.88003094,92.878685,108.6762342,-5.3833676983435705e-08
07-01-2018,Proppant,Proppant Price Index,Anadarko,75.18369263,89.89133888,105.0444625,1118111807,7/1/2018,Proppant,Proppant Price Index,Anadarko,75.18369267,89.89133892,105.0444625,-4.4498156993921195e-08
08-01-2018,Proppant,Proppant Price Index,Anadarko,74.3461272,87.10389321,102.341438,1118111808,8/1/2018,Proppant,Proppant Price Index,Anadarko,74.34612724,87.10389326,102.3414381,-5.740272839688139e-08
09-01-2018,Proppant,Proppant Price Index,Anadarko,74.65508887,86.35094815,100.9653456,1118111809,9/1/2018,Proppant,Proppant Price Index,Anadarko,74.65508891,86.3509482,100.9653457,-5.790325678369047e-08
10-01-2018,Proppant,Proppant Price Index,Anadarko,73.28205607,84.03234508,97.35927914,1118111810,10/1/2018,Proppant,Proppant Price Index,Anadarko,73.28205611,84.03234513,97.35927919,-5.950089454720141e-08
11-01-2018,Proppant,Proppant Price Index,Anadarko,74.56196613,83.6399927,97.25473649,1118111811,11/1/2018,Proppant,Proppant Price Index,Anadarko,74.56196616,83.63999273,97.25473652,-3.5868020332381605e-08
12-01-2018,Proppant,Proppant Price Index,Anadarko,70.18697179,79.03610389,92.95147757,1118111812,12/1/2018,Proppant,Proppant Price Index,Anadarko,70.18697181,79.03610391,92.95147759,-2.5304875189429966e-08
01-01-2019,Proppant,Proppant Price Index,Anadarko,67.78880208,76.5347326,89.59816753,1118111901,1/1/2019,Proppant,Proppant Price Index,Anadarko,67.7888021,76.53473262,89.59816756,-2.613192857069892e-08
02-01-2019,Proppant,Proppant Price Index,Anadarko,66.44032339,75.10236709,87.12526683,1118111902,2/1/2019,Proppant,Proppant Price Index,Anadarko,66.44032339,75.1023671,87.12526684,-1.3315151185571443e-08
03-01-2019,Proppant,Proppant Price Index,Anadarko,64.80549651,73.02762635,84.98806541,1118111903,3/1/2019,Proppant,Proppant Price Index,Anadarko,64.80549652,73.02762636,84.98806542,-1.36934393486231e-08
04-01-2019,Proppant,Proppant Price Index,Anadarko,61.25930561,73.37855352,85.3204401,1118111904,4/1/2019,Proppant,Proppant Price Index,Anadarko,61.25930562,73.37855353,85.32044011,-1.3627970916741325e-08
05-01-2019,Proppant,Proppant Price Index,Anadarko,60.4999508,71.99175912,84.10240219,1118111905,5/1/2019,Proppant,Proppant Price Index,Anadarko,60.49995081,71.99175913,84.1024022,-1.3890489765866785e-08
06-01-2019,Proppant,Proppant Price Index,Anadarko,58.58555695,68.89530562,82.84310045,1118111906,6/1/2019,Proppant,Proppant Price Index,Anadarko,58.58555694,68.89530561,82.84310044,1.4514788551758901e-08
07-01-2019,Proppant,Proppant Price Index,Anadarko,57.7807593,67.39755451,80.73704081,1118111907,7/1/2019,Proppant,Proppant Price Index,Anadarko,57.7807593,67.39755451,80.73704081,0.0
08-01-2019,Proppant,Proppant Price Index,Anadarko,58.07140112,66.29595627,77.15732134,1118111908,8/1/2019,Proppant,Proppant Price Index,Anadarko,58.07140113,66.29595627,77.15732134,0.0
09-01-2019,Proppant,Proppant Price Index,Anadarko,56.97892252,63.82441605,73.94782887,1118111909,9/1/2019,Proppant,Proppant Price Index,Anadarko,56.97892253,63.82441605,73.94782887,0.0
10-01-2019,Proppant,Proppant Price Index,Anadarko,53.57256335,60.97037716,71.68653497,1118111910,10/1/2019,Proppant,Proppant Price Index,Anadarko,53.57256337,60.97037718,71.68653499,-3.280281767377445e-08
11-01-2019,Proppant,Proppant Price Index,Anadarko,49.00430899,54.97600444,66.50177726,1118111911,11/1/2019,Proppant,Proppant Price Index,Anadarko,49.004309,54.97600445,66.50177727,-1.8189755565662404e-08
12-01-2019,Proppant,Proppant Price Index,Anadarko,46.05322987,50.98338191,62.80121909,1118111912,12/1/2019,Proppant,Proppant Price Index,Anadarko,46.05322987,50.98338191,62.80121908,0.0
01-01-2020,Proppant,Proppant Price Index,Anadarko,43.98591955,49.55750429,62.1643473,1118112001,1/1/2020,Proppant,Proppant Price Index,Anadarko,43.98591955,49.55750429,62.1643473,0.0
02-01-2020,Proppant,Proppant Price Index,Anadarko,43.72049117,50.91659947,61.89102998,1118112002,2/1/2020,Proppant,Proppant Price Index,Anadarko,43.72049117,50.91659947,61.89102999,0.0
03-01-2020,Proppant,Proppant Price Index,Anadarko,41.96032788,48.20837335,58.85656564,1118112003,3/1/2020,Proppant,Proppant Price Index,Anadarko,41.96032787,48.20837334,58.85656563,2.0743286139945458e-08
04-01-2020,Proppant,Proppant Price Index,Anadarko,39.56447529,44.84015524,54.75604951,1118112004,4/1/2020,Proppant,Proppant Price Index,Anadarko,39.56447528,44.84015524,54.7560495,0.0
05-01-2020,Proppant,Proppant Price Index,Anadarko,37.86812146,42.91186719,51.00618407,1118112005,5/1/2020,Proppant,Proppant Price Index,Anadarko,37.86812146,42.91186719,51.00618407,0.0
06-01-2020,Proppant,Proppant Price Index,Anadarko,37.811881,41.93265257,49.17794037,1118112006,6/1/2020,Proppant,Proppant Price Index,Anadarko,37.811881,41.93265257,49.17794038,0.0
07-01-2020,Proppant,Proppant Price Index,Anadarko,35.66779708,40.23921382,47.48607803,1118112007,7/1/2020,Proppant,Proppant Price Index,Anadarko,35.66779708,40.23921381,47.48607803,2.4851382216700847e-08
08-01-2020,Proppant,Proppant Price Index,Anadarko,32.54009796,38.89008767,44.78087126,1118112008,8/1/2020,Proppant,Proppant Price Index,Anadarko,32.54009796,38.89008767,44.78087126,0.0
09-01-2020,Proppant,Proppant Price Index,Anadarko,30.47648388,37.77369705,42.92139367,1118112009,9/1/2020,Proppant,Proppant Price Index,Anadarko,30.47648388,37.77369705,42.92139367,0.0
10-01-2020,Proppant,Proppant Price Index,Anadarko,29.83282138,37.0902443,42.97419721,1118112010,10/1/2020,Proppant,Proppant Price Index,Anadarko,29.83282138,37.09024431,42.97419722,-2.6961269778974494e-08
11-01-2020,Proppant,Proppant Price Index,Anadarko,31.32061621,37.44012258,43.82816045,1118112011,11/1/2020,Proppant,Proppant Price Index,Anadarko,31.32061619,37.44012257,43.82816044,2.6709316472018106e-08
12-01-2020,Proppant,Proppant Price Index,Anadarko,30.72297878,36.85377051,44.55235879,1118112012,12/1/2020,Proppant,Proppant Price Index,Anadarko,30.72297877,36.8537705,44.55235879,2.713424863614139e-08
01-01-2021,Proppant,Proppant Price Index,Anadarko,30.07315154,36.18449726,44.27544068,1118112101,1/1/2021,Proppant,Proppant Price Index,Anadarko,30.11881727,36.18545366,43.33766233,-0.0026431208733608542
02-01-2021,Proppant,Proppant Price Index,Anadarko,29.70784406,35.64040462,44.19447325,1118112102,2/1/2021,Proppant,Proppant Price Index,Anadarko,29.5902077,35.63754436,42.30631717,0.008025329764055032
03-01-2021,Proppant,Proppant Price Index,Anadarko,29.25479393,35.29226899,44.13318916,1118112103,3/1/2021,Proppant,Proppant Price Index,Anadarko,29.20118183,35.27063319,41.30618943,0.06130464438579737
04-01-2021,Proppant,Proppant Price Index,Anadarko,28.97778358,34.92795114,43.98692928,1118112104,4/1/2021,Proppant,Proppant Price Index,Anadarko,28.91543015,34.90556681,40.81460464,0.06408715446913037
05-01-2021,Proppant,Proppant Price Index,Anadarko,28.39349012,34.45729623,43.66470598,1118112105,5/1/2021,Proppant,Proppant Price Index,Anadarko,28.28631778,34.42885657,39.77726622,0.08253595932241413
06-01-2021,Proppant,Proppant Price Index,Anadarko,28.87535588,34.89250545,43.92827481,1118112106,6/1/2021,Proppant,Proppant Price Index,Anadarko,27.78997273,33.83027814,39.33882297,3.0442850013225526
01-01-2018,Proppant,100-Mesh,Anadarko,70.55555556,100.0,125.0,1118121801,1/1/2018,Proppant,100-Mesh,Anadarko,70.55555556,100.0,125.0,0.0
02-01-2018,Proppant,100-Mesh,Anadarko,71.66666667,102.5,125.0,1118121802,2/1/2018,Proppant,100-Mesh,Anadarko,71.66666667,102.5,125.0,0.0
03-01-2018,Proppant,100-Mesh,Anadarko,70.41666667,103.125,127.0833333,1118121803,3/1/2018,Proppant,100-Mesh,Anadarko,70.41666667,103.125,127.0833333,0.0
04-01-2018,Proppant,100-Mesh,Anadarko,70.3125,100.2604167,124.4791667,1118121804,4/1/2018,Proppant,100-Mesh,Anadarko,70.3125,100.2604167,124.4791667,0.0
05-01-2018,Proppant,100-Mesh,Anadarko,70.65104167,95.61197917,120.4427083,1118121805,5/1/2018,Proppant,100-Mesh,Anadarko,70.65104167,95.61197917,120.4427083,0.0
06-01-2018,Proppant,100-Mesh,Anadarko,70.90494792,92.54231771,112.8320313,1118121806,6/1/2018,Proppant,100-Mesh,Anadarko,70.90494792,92.54231771,112.8320313,0.0
07-01-2018,Proppant,100-Mesh,Anadarko,69.8453776,89.82340495,107.5406901,1118121807,7/1/2018,Proppant,100-Mesh,Anadarko,69.8453776,89.82340495,107.5406901,0.0
08-01-2018,Proppant,100-Mesh,Anadarko,69.8840332,86.11755371,103.9888509,1118121808,8/1/2018,Proppant,100-Mesh,Anadarko,69.8840332,86.11755371,103.9888509,0.0
09-01-2018,Proppant,100-Mesh,Anadarko,69.49635824,85.00483195,102.5749715,1118121809,9/1/2018,Proppant,100-Mesh,Anadarko,69.49635824,85.00483195,102.5749715,0.0
10-01-2018,Proppant,100-Mesh,Anadarko,70.45560201,84.5869573,99.01456197,1118121810,10/1/2018,Proppant,100-Mesh,Anadarko,70.45560201,84.5869573,99.01456197,0.0
11-01-2018,Proppant,100-Mesh,Anadarko,71.17503484,82.19021797,98.84425481,1118121811,11/1/2018,Proppant,100-Mesh,Anadarko,71.17503484,82.19021797,98.84425481,0.0
12-01-2018,Proppant,100-Mesh,Anadarko,68.38127613,79.14266348,96.21652444,1118121812,12/1/2018,Proppant,100-Mesh,Anadarko,68.38127613,79.14266348,96.21652444,0.0
01-01-2019,Proppant,100-Mesh,Anadarko,66.2859571,76.02366428,95.07906,1118121901,1/1/2019,Proppant,100-Mesh,Anadarko,66.2859571,76.02366428,95.07906,0.0
02-01-2019,Proppant,100-Mesh,Anadarko,64.71446782,75.35108154,94.50373944,1118121902,2/1/2019,Proppant,100-Mesh,Anadarko,64.71446782,75.35108154,94.50373944,0.0
03-01-2019,Proppant,100-Mesh,Anadarko,63.53585087,74.01331116,93.60928606,1118121903,3/1/2019,Proppant,100-Mesh,Anadarko,63.53585087,74.01331116,93.60928606,0.0
04-01-2019,Proppant,100-Mesh,Anadarko,62.65188815,78.42665003,97.29029788,1118121904,4/1/2019,Proppant,100-Mesh,Anadarko,62.65188815,78.42665003,97.29029788,0.0
05-01-2019,Proppant,100-Mesh,Anadarko,65.73891611,80.90332086,100.0510567,1118121905,5/1/2019,Proppant,100-Mesh,Anadarko,65.73891611,80.90332086,100.0510567,0.0
06-01-2019,Proppant,100-Mesh,Anadarko,63.76252042,77.34415731,102.1216259,1118121906,6/1/2019,Proppant,100-Mesh,Anadarko,63.76252042,77.34415731,102.1216259,0.0
07-01-2019,Proppant,100-Mesh,Anadarko,66.35522365,76.54145132,99.50788609,1118121907,7/1/2019,Proppant,100-Mesh,Anadarko,66.35522365,76.54145132,99.50788609,0.0
08-01-2019,Proppant,100-Mesh,Anadarko,65.5830844,75.93942182,95.4642479,1118121908,8/1/2019,Proppant,100-Mesh,Anadarko,65.5830844,75.93942182,95.4642479,0.0
09-01-2019,Proppant,100-Mesh,Anadarko,65.00397997,72.77123303,90.34818592,1118121909,9/1/2019,Proppant,100-Mesh,Anadarko,65.00397997,72.77123303,90.34818592,0.0
10-01-2019,Proppant,100-Mesh,Anadarko,59.16965164,67.71175811,84.42780611,1118121910,10/1/2019,Proppant,100-Mesh,Anadarko,59.16965164,67.71175811,84.42780611,0.0
11-01-2019,Proppant,100-Mesh,Anadarko,54.89807207,61.61715191,78.73752125,1118121911,11/1/2019,Proppant,100-Mesh,Anadarko,54.89807207,61.61715191,78.73752125,0.0
12-01-2019,Proppant,100-Mesh,Anadarko,51.17355405,56.21286394,73.63647427,1118121912,12/1/2019,Proppant,100-Mesh,Anadarko,51.17355405,56.21286394,73.63647427,0.0
01-01-2020,Proppant,100-Mesh,Anadarko,48.1718322,55.49298128,73.9773557,1118122001,1/1/2020,Proppant,100-Mesh,Anadarko,48.1718322,55.49298128,73.9773557,0.0
02-01-2020,Proppant,100-Mesh,Anadarko,48.62887415,60.78640263,75.06635011,1118122002,2/1/2020,Proppant,100-Mesh,Anadarko,48.62887415,60.78640263,75.06635011,0.0
03-01-2020,Proppant,100-Mesh,Anadarko,45.63832228,56.83980197,69.63309592,1118122003,3/1/2020,Proppant,100-Mesh,Anadarko,45.63832228,56.83980197,69.63309592,0.0
04-01-2020,Proppant,100-Mesh,Anadarko,44.71485282,53.87985148,65.97482194,1118122004,4/1/2020,Proppant,100-Mesh,Anadarko,44.71485282,53.87985148,65.97482194,0.0
05-01-2020,Proppant,100-Mesh,Anadarko,44.25373221,52.49322194,61.98111645,1118122005,5/1/2020,Proppant,100-Mesh,Anadarko,44.25373221,52.49322194,61.98111645,0.0
06-01-2020,Proppant,100-Mesh,Anadarko,45.06529916,51.45324979,58.98583734,1118122006,6/1/2020,Proppant,100-Mesh,Anadarko,45.06529916,51.45324979,58.98583734,0.0
07-01-2020,Proppant,100-Mesh,Anadarko,41.29897437,48.27743734,56.114378,1118122007,7/1/2020,Proppant,100-Mesh,Anadarko,41.29897437,48.27743734,56.114378,0.0
08-01-2020,Proppant,100-Mesh,Anadarko,38.47423078,47.49280023,53.9607835,1118122008,8/1/2020,Proppant,100-Mesh,Anadarko,38.47423078,47.49280023,53.9607835,0.0
09-01-2020,Proppant,100-Mesh,Anadarko,36.35567308,46.63811869,52.13725429,1118122009,9/1/2020,Proppant,100-Mesh,Anadarko,36.35567308,46.63811869,52.13725429,0.0
10-01-2020,Proppant,100-Mesh,Anadarko,34.76675481,45.64216926,51.60294072,1118122010,10/1/2020,Proppant,100-Mesh,Anadarko,34.76675481,45.64216926,51.60294072,0.0
11-01-2020,Proppant,100-Mesh,Anadarko,35.76256611,44.85662695,52.03553887,1118122011,11/1/2020,Proppant,100-Mesh,Anadarko,35.76256611,44.85662695,52.03553887,0.0
12-01-2020,Proppant,100-Mesh,Anadarko,35.05109125,44.41150313,53.60998749,1118122012,12/1/2020,Proppant,100-Mesh,Anadarko,35.05109125,44.41150313,53.60998749,0.0
01-01-2021,Proppant,100-Mesh,Anadarko,34.76054066,43.99449841,53.67971284,1118122101,1/1/2021,Proppant,100-Mesh,Anadarko,34.83831844,43.99612735,52.08249062,-0.0037025993223577564
02-01-2021,Proppant,100-Mesh,Anadarko,34.86670179,43.68917513,54.05608093,1118122102,2/1/2021,Proppant,100-Mesh,Anadarko,34.67873883,43.68459551,50.93686796,0.010482276184831297
03-01-2021,Proppant,100-Mesh,Anadarko,34.64925474,43.48294978,54.49267798,1118122103,3/1/2021,Proppant,100-Mesh,Anadarko,34.55905412,43.45094663,50.07765097,0.07359930768708146
04-01-2021,Proppant,100-Mesh,Anadarko,34.57619002,43.31062594,54.60922042,1118122104,4/1/2021,Proppant,100-Mesh,Anadarko,34.46929059,43.27570998,49.43323823,0.08061753724910331
05-01-2021,Proppant,100-Mesh,Anadarko,34.56040041,43.18556391,54.78579048,1118122105,5/1/2021,Proppant,100-Mesh,Anadarko,34.40196794,43.14428248,48.94992867,0.09559080920195852
06-01-2021,Proppant,100-Mesh,Anadarko,34.59528172,43.32637988,54.62922963,1118122106,6/1/2021,Proppant,100-Mesh,Anadarko,33.92647596,42.46237853,48.5874465,1.9941692622208418
01-01-2018,Proppant,40/70,Anadarko,74.51604999,100.0,120.0686106,1118131801,1/1/2018,Proppant,40/70,Anadarko,74.51604999,100.0,120.0686106,0.0
02-01-2018,Proppant,40/70,Anadarko,77.32786082,101.3415829,123.7441803,1118131802,2/1/2018,Proppant,40/70,Anadarko,77.32786082,101.3415829,123.7441803,0.0
03-01-2018,Proppant,40/70,Anadarko,80.96820632,102.6540676,123.4378829,1118131803,3/1/2018,Proppant,40/70,Anadarko,80.96820632,102.6540676,123.4378829,0.0
04-01-2018,Proppant,40/70,Anadarko,79.10400331,102.7195387,124.7396471,1118131804,4/1/2018,Proppant,40/70,Anadarko,79.10400331,102.7195387,124.7396471,0.0
05-01-2018,Proppant,40/70,Anadarko,76.17436367,97.25528746,119.8350588,1118131805,5/1/2018,Proppant,40/70,Anadarko,76.17436367,97.25528746,119.8350588,0.0
06-01-2018,Proppant,40/70,Anadarko,72.13934908,90.95175719,113.2896732,1118131806,6/1/2018,Proppant,40/70,Anadarko,72.13934908,90.95175719,113.2896732,0.0
07-01-2018,Proppant,40/70,Anadarko,69.11308814,86.22410949,108.380634,1118131807,7/1/2018,Proppant,40/70,Anadarko,69.11308814,86.22410949,108.380634,0.0
08-01-2018,Proppant,40/70,Anadarko,65.61820253,81.20814583,102.7875583,1118131808,8/1/2018,Proppant,40/70,Anadarko,65.61820253,81.20814583,102.7875583,0.0
09-01-2018,Proppant,40/70,Anadarko,61.47473987,75.61941493,96.21796595,1118131809,9/1/2018,Proppant,40/70,Anadarko,61.47473987,75.61941493,96.21796595,0.0
10-01-2018,Proppant,40/70,Anadarko,58.36714287,71.42786676,91.29077169,1118131810,10/1/2018,Proppant,40/70,Anadarko,58.36714287,71.42786676,91.29077169,0.0
11-01-2018,Proppant,40/70,Anadarko,55.41466124,67.53806498,86.62539315,1118131811,11/1/2018,Proppant,40/70,Anadarko,55.41466124,67.53806498,86.62539315,0.0
12-01-2018,Proppant,40/70,Anadarko,53.8220839,65.3668543,84.0963421,1118131812,12/1/2018,Proppant,40/70,Anadarko,53.8220839,65.3668543,84.0963421,0.0
01-01-2019,Proppant,40/70,Anadarko,52.62765089,64.34001453,79.91861776,1118131901,1/1/2019,Proppant,40/70,Anadarko,52.62765089,64.34001453,79.91861776,0.0
02-01-2019,Proppant,40/70,Anadarko,54.78561198,65.40766956,77.98262092,1118131902,2/1/2019,Proppant,40/70,Anadarko,54.78561198,65.40766956,77.98262092,0.0
03-01-2019,Proppant,40/70,Anadarko,57.93557017,67.43360074,78.70259911,1118131903,3/1/2019,Proppant,40/70,Anadarko,57.93557017,67.43360074,78.70259911,0.0
04-01-2019,Proppant,40/70,Anadarko,55.58412065,68.34045417,79.24258276,1118131904,4/1/2019,Proppant,40/70,Anadarko,55.58412065,68.34045417,79.24258276,0.0
05-01-2019,Proppant,40/70,Anadarko,53.02109711,65.03872705,75.97200078,1118131905,5/1/2019,Proppant,40/70,Anadarko,53.02109711,65.03872705,75.97200078,0.0
06-01-2019,Proppant,40/70,Anadarko,51.09882945,61.94983676,72.90646934,1118131906,6/1/2019,Proppant,40/70,Anadarko,51.09882945,61.94983676,72.90646934,0.0
07-01-2019,Proppant,40/70,Anadarko,49.9236075,61.36885474,72.2409073,1118131907,7/1/2019,Proppant,40/70,Anadarko,49.9236075,61.36885474,72.2409073,0.0
08-01-2019,Proppant,40/70,Anadarko,51.22302908,59.80696451,67.96100393,1118131908,8/1/2019,Proppant,40/70,Anadarko,51.22302908,59.80696451,67.96100393,0.0
09-01-2019,Proppant,40/70,Anadarko,50.65487697,58.80775408,66.72703545,1118131909,9/1/2019,Proppant,40/70,Anadarko,50.65487697,58.80775408,66.72703545,0.0
10-01-2019,Proppant,40/70,Anadarko,47.18008201,55.1325247,64.37999847,1118131910,10/1/2019,Proppant,40/70,Anadarko,47.18008201,55.1325247,64.37999847,0.0
11-01-2019,Proppant,40/70,Anadarko,45.30909973,52.06980519,62.22153401,1118131911,11/1/2019,Proppant,40/70,Anadarko,45.30909973,52.06980519,62.22153401,0.0
12-01-2019,Proppant,40/70,Anadarko,42.25185666,48.24127817,58.61175208,1118131912,12/1/2019,Proppant,40/70,Anadarko,42.25185666,48.24127817,58.61175208,0.0
01-01-2020,Proppant,40/70,Anadarko,41.61293072,47.20766777,58.29353594,1118132001,1/1/2020,Proppant,40/70,Anadarko,41.61293072,47.20766777,58.29353594,0.0
02-01-2020,Proppant,40/70,Anadarko,41.13373626,45.71776586,57.12577149,1118132002,2/1/2020,Proppant,40/70,Anadarko,41.13373626,45.71776586,57.12577149,0.0
03-01-2020,Proppant,40/70,Anadarko,40.77434042,44.3961411,55.98449034,1118132003,3/1/2020,Proppant,40/70,Anadarko,40.77434042,44.3961411,55.98449034,0.0
04-01-2020,Proppant,40/70,Anadarko,39.15708465,42.48603011,53.93396933,1118132004,4/1/2020,Proppant,40/70,Anadarko,39.15708465,42.48603011,53.93396933,0.0
05-01-2020,Proppant,40/70,Anadarko,36.71895291,40.44085191,51.59970513,1118132005,5/1/2020,Proppant,40/70,Anadarko,36.71895291,40.44085191,51.59970513,0.0
06-01-2020,Proppant,40/70,Anadarko,36.15638368,39.62166238,50.77810932,1118132006,6/1/2020,Proppant,40/70,Anadarko,36.15638368,39.62166238,50.77810932,0.0
07-01-2020,Proppant,40/70,Anadarko,35.29883368,38.7350058,49.80796871,1118132007,7/1/2020,Proppant,40/70,Anadarko,35.29883368,38.7350058,49.80796871,0.0
08-01-2020,Proppant,40/70,Anadarko,34.5240767,38.01329162,49.00662498,1118132008,8/1/2020,Proppant,40/70,Anadarko,34.5240767,38.01329162,49.00662498,0.0
09-01-2020,Proppant,40/70,Anadarko,34.17594631,37.60057529,48.57275728,1118132009,9/1/2020,Proppant,40/70,Anadarko,34.17594631,37.60057529,48.57275728,0.0
10-01-2020,Proppant,40/70,Anadarko,33.80342179,37.22423242,48.1605092,1118132010,10/1/2020,Proppant,40/70,Anadarko,33.80342179,37.22423242,48.1605092,0.0
11-01-2020,Proppant,40/70,Anadarko,33.5206671,36.94365591,47.85350798,1118132011,11/1/2020,Proppant,40/70,Anadarko,33.5206671,36.94365591,47.85350798,0.0
12-01-2020,Proppant,40/70,Anadarko,33.34798419,36.75437164,47.6507496,1118132012,12/1/2020,Proppant,40/70,Anadarko,33.34798419,36.75437164,47.6507496,0.0
01-01-2021,Proppant,40/70,Anadarko,33.19333703,36.59774948,47.47962418,1118132101,1/1/2021,Proppant,40/70,Anadarko,33.19333703,36.59774948,47.47962418,0.0
02-01-2021,Proppant,40/70,Anadarko,33.08098062,36.48300613,47.35482036,1118132102,2/1/2021,Proppant,40/70,Anadarko,33.08098062,36.48300613,47.35482036,0.0
03-01-2021,Proppant,40/70,Anadarko,31.70242867,35.0196915,45.31763451,1118132103,3/1/2021,Proppant,40/70,Anadarko,31.70242867,35.0196915,45.31763451,0.0
04-01-2021,Proppant,40/70,Anadarko,31.53016149,34.83946918,45.08428703,1118132104,4/1/2021,Proppant,40/70,Anadarko,31.53016149,34.83946918,45.08428703,0.0
05-01-2021,Proppant,40/70,Anadarko,31.25795813,34.55187905,44.69410947,1118132105,5/1/2021,Proppant,40/70,Anadarko,31.25795813,34.55187905,44.69410947,0.0
06-01-2021,Proppant,40/70,Anadarko,31.49684943,34.80367991,45.03201034,1118132106,6/1/2021,Proppant,40/70,Anadarko,30.86192533,34.13204749,44.11340696,1.9297741553100087
01-01-2018,Proppant,Proppant Price Index,Appalachian,90.79304311,100.0,119.3785449,1218111801,1/1/2018,Proppant,Proppant Price Index,Appalachian,90.7930431,100.0,119.3785449,0.0
02-01-2018,Proppant,Proppant Price Index,Appalachian,91.04420101,99.7803402,119.6383442,1218111802,2/1/2018,Proppant,Proppant Price Index,Appalachian,91.04420101,99.7803402,119.6383442,0.0
03-01-2018,Proppant,Proppant Price Index,Appalachian,90.41916537,98.61914457,120.9146807,1218111803,3/1/2018,Proppant,Proppant Price Index,Appalachian,90.41916539,98.61914459,120.9146807,-2.028003968398995e-08
04-01-2018,Proppant,Proppant Price Index,Appalachian,89.97475224,97.76375065,120.7283781,1218111804,4/1/2018,Proppant,Proppant Price Index,Appalachian,89.97475225,97.76375067,120.7283782,-2.0457467426299793e-08
05-01-2018,Proppant,Proppant Price Index,Appalachian,89.44324712,96.85090908,116.785923,1218111805,5/1/2018,Proppant,Proppant Price Index,Appalachian,89.44324713,96.85090909,116.785923,-1.0325156498604409e-08
06-01-2018,Proppant,Proppant Price Index,Appalachian,89.18572378,97.80966815,115.1024215,1218111806,6/1/2018,Proppant,Proppant Price Index,Appalachian,89.1857238,97.80966818,115.1024215,-3.067182432480065e-08
07-01-2018,Proppant,Proppant Price Index,Appalachian,89.03546014,98.52990181,113.1433841,1218111807,7/1/2018,Proppant,Proppant Price Index,Appalachian,89.03546015,98.52990183,113.1433842,-2.0298408186150835e-08
08-01-2018,Proppant,Proppant Price Index,Appalachian,89.36719631,98.08112722,111.7694371,1218111808,8/1/2018,Proppant,Proppant Price Index,Appalachian,89.36719632,98.08112724,111.7694371,-2.0391284461838e-08
09-01-2018,Proppant,Proppant Price Index,Appalachian,88.72251385,97.34352487,109.8003651,1218111809,9/1/2018,Proppant,Proppant Price Index,Appalachian,88.72251386,97.34352488,109.8003651,-1.0272905101994041e-08
10-01-2018,Proppant,Proppant Price Index,Appalachian,87.15433269,96.28562066,106.4945996,1218111810,10/1/2018,Proppant,Proppant Price Index,Appalachian,87.15433269,96.28562066,106.4945996,0.0
11-01-2018,Proppant,Proppant Price Index,Appalachian,85.48260831,95.10150618,103.0614737,1218111811,11/1/2018,Proppant,Proppant Price Index,Appalachian,85.48260833,95.1015062,103.0614737,-2.1030162884016923e-08
12-01-2018,Proppant,Proppant Price Index,Appalachian,83.5390737,91.46145436,98.97486277,1218111812,12/1/2018,Proppant,Proppant Price Index,Appalachian,83.53907373,91.4614544,98.97486281,-4.373425874173922e-08
01-01-2019,Proppant,Proppant Price Index,Appalachian,80.85097129,87.71948607,96.18795681,1218111901,1/1/2019,Proppant,Proppant Price Index,Appalachian,80.85097133,87.71948611,96.18795685,-4.55999061345331e-08
02-01-2019,Proppant,Proppant Price Index,Appalachian,74.56947038,83.95197345,91.57646582,1218111902,2/1/2019,Proppant,Proppant Price Index,Appalachian,74.5694704,83.95197348,91.57646585,-3.573472826759201e-08
03-01-2019,Proppant,Proppant Price Index,Appalachian,69.62851113,78.64158943,87.58915464,1218111903,3/1/2019,Proppant,Proppant Price Index,Appalachian,69.62851115,78.64158945,87.58915466,-2.543183803858607e-08
04-01-2019,Proppant,Proppant Price Index,Appalachian,67.17363258,76.09265756,85.10622634,1218111904,4/1/2019,Proppant,Proppant Price Index,Appalachian,67.1736326,76.09265757,85.10622636,-1.3141864199040799e-08
05-01-2019,Proppant,Proppant Price Index,Appalachian,65.384395,74.18095865,82.83310334,1218111905,5/1/2019,Proppant,Proppant Price Index,Appalachian,65.38439501,74.18095866,82.83310335,-1.3480559047521918e-08
