Date_y,Index Category_y,Sub Category_y,Region_y,Change,UID,Result
01-01-2018,Proppant,Proppant Price Index,Anadarko,0.0,1118111801,significant change
02-01-2018,Proppant,Proppant Price Index,Anadarko,0.0,1118111802,significant change
03-01-2018,Proppant,Proppant Price Index,Anadarko,-9.807192780538129e-08,1118111803,significant change
04-01-2018,Proppant,Proppant Price Index,Anadarko,0.0,1118111804,significant change
05-01-2018,Proppant,Proppant Price Index,Anadarko,-5.0724359562858e-08,1118111805,significant change
06-01-2018,Proppant,Proppant Price Index,Anadarko,-5.3833676983435705e-08,1118111806,significant change
07-01-2018,Proppant,Proppant Price Index,Anadarko,-4.44981569939212e-08,1118111807,significant change
08-01-2018,Proppant,Proppant Price Index,Anadarko,-5.74027283968814e-08,1118111808,significant change
09-01-2018,Proppant,Proppant Price Index,Anadarko,-5.7903256783690475e-08,1118111809,significant change
10-01-2018,Proppant,Proppant Price Index,Anadarko,-5.950089454720141e-08,1118111810,significant change
11-01-2018,Proppant,Proppant Price Index,Anadarko,-3.5868020332381605e-08,1118111811,significant change
12-01-2018,Proppant,Proppant Price Index,Anadarko,-2.530487518942997e-08,1118111812,significant change
01-01-2019,Proppant,Proppant Price Index,Anadarko,-2.6131928570698923e-08,1118111901,significant change
02-01-2019,Proppant,Proppant Price Index,Anadarko,-1.3315151185571445e-08,1118111902,significant change
03-01-2019,Proppant,Proppant Price Index,Anadarko,-1.36934393486231e-08,1118111903,significant change
04-01-2019,Proppant,Proppant Price Index,Anadarko,-1.3627970916741324e-08,1118111904,significant change
05-01-2019,Proppant,Proppant Price Index,Anadarko,-1.3890489765866784e-08,1118111905,significant change
06-01-2019,Proppant,Proppant Price Index,Anadarko,1.45147885517589e-08,1118111906,significant change
07-01-2019,Proppant,Proppant Price Index,Anadarko,0.0,1118111907,significant change
08-01-2019,Proppant,Proppant Price Index,Anadarko,0.0,1118111908,significant change
09-01-2019,Proppant,Proppant Price Index,Anadarko,0.0,1118111909,significant change
10-01-2019,Proppant,Proppant Price Index,Anadarko,-3.280281767377445e-08,1118111910,significant change
11-01-2019,Proppant,Proppant Price Index,Anadarko,-1.8189755565662404e-08,1118111911,significant change
12-01-2019,Proppant,Proppant Price Index,Anadarko,0.0,1118111912,significant change
01-01-2020,Proppant,Proppant Price Index,Anadarko,0.0,1118112001,significant change
02-01-2020,Proppant,Proppant Price Index,Anadarko,0.0,1118112002,significant change
03-01-2020,Proppant,Proppant Price Index,Anadarko,2.0743286139945458e-08,1118112003,significant change
04-01-2020,Proppant,Proppant Price Index,Anadarko,0.0,1118112004,significant change
05-01-2020,Proppant,Proppant Price Index,Anadarko,0.0,1118112005,significant change
06-01-2020,Proppant,Proppant Price Index,Anadarko,0.0,1118112006,significant change
07-01-2020,Proppant,Proppant Price Index,Anadarko,2.4851382216700847e-08,1118112007,significant change
08-01-2020,Proppant,Proppant Price Index,Anadarko,0.0,1118112008,significant change
09-01-2020,Proppant,Proppant Price Index,Anadarko,0.0,1118112009,significant change
10-01-2020,Proppant,Proppant Price Index,Anadarko,-2.6961269778974494e-08,1118112010,significant change
01-01-2018,Proppant,100-Mesh,Anadarko,0.0,1118121801,significant change
02-01-2018,Proppant,100-Mesh,Anadarko,0.0,1118121802,significant change
03-01-2018,Proppant,100-Mesh,Anadarko,0.0,1118121803,significant change
04-01-2018,Proppant,100-Mesh,Anadarko,0.0,1118121804,significant change
05-01-2018,Proppant,100-Mesh,Anadarko,0.0,1118121805,significant change
06-01-2018,Proppant,100-Mesh,Anadarko,0.0,1118121806,significant change
07-01-2018,Proppant,100-Mesh,Anadarko,0.0,1118121807,significant change
08-01-2018,Proppant,100-Mesh,Anadarko,0.0,1118121808,significant change
09-01-2018,Proppant,100-Mesh,Anadarko,0.0,1118121809,significant change
10-01-2018,Proppant,100-Mesh,Anadarko,0.0,1118121810,significant change
11-01-2018,Proppant,100-Mesh,Anadarko,0.0,1118121811,significant change
12-01-2018,Proppant,100-Mesh,Anadarko,0.0,1118121812,significant change
01-01-2019,Proppant,100-Mesh,Anadarko,0.0,1118121901,significant change
02-01-2019,Proppant,100-Mesh,Anadarko,0.0,1118121902,significant change
03-01-2019,Proppant,100-Mesh,Anadarko,0.0,1118121903,significant change
04-01-2019,Proppant,100-Mesh,Anadarko,0.0,1118121904,significant change
05-01-2019,Proppant,100-Mesh,Anadarko,0.0,1118121905,significant change
06-01-2019,Proppant,100-Mesh,Anadarko,0.0,1118121906,significant change
07-01-2019,Proppant,100-Mesh,Anadarko,0.0,1118121907,significant change
08-01-2019,Proppant,100-Mesh,Anadarko,0.0,1118121908,significant change
09-01-2019,Proppant,100-Mesh,Anadarko,0.0,1118121909,significant change
10-01-2019,Proppant,100-Mesh,Anadarko,0.0,1118121910,significant change
11-01-2019,Proppant,100-Mesh,Anadarko,0.0,1118121911,significant change
12-01-2019,Proppant,100-Mesh,Anadarko,0.0,1118121912,significant change
01-01-2020,Proppant,100-Mesh,Anadarko,0.0,1118122001,significant change
02-01-2020,Proppant,100-Mesh,Anadarko,0.0,1118122002,significant change
03-01-2020,Proppant,100-Mesh,Anadarko,0.0,1118122003,significant change
04-01-2020,Proppant,100-Mesh,Anadarko,0.0,1118122004,significant change
05-01-2020,Proppant,100-Mesh,Anadarko,0.0,1118122005,significant change
06-01-2020,Proppant,100-Mesh,Anadarko,0.0,1118122006,significant change
07-01-2020,Proppant,100-Mesh,Anadarko,0.0,1118122007,significant change
08-01-2020,Proppant,100-Mesh,Anadarko,0.0,1118122008,significant change
09-01-2020,Proppant,100-Mesh,Anadarko,0.0,1118122009,significant change
10-01-2020,Proppant,100-Mesh,Anadarko,0.0,1118122010,significant change
01-01-2018,Proppant,40/70,Anadarko,0.0,1118131801,significant change
02-01-2018,Proppant,40/70,Anadarko,0.0,1118131802,significant change
03-01-2018,Proppant,40/70,Anadarko,0.0,1118131803,significant change
04-01-2018,Proppant,40/70,Anadarko,0.0,1118131804,significant change
05-01-2018,Proppant,40/70,Anadarko,0.0,1118131805,significant change
06-01-2018,Proppant,40/70,Anadarko,0.0,1118131806,significant change
07-01-2018,Proppant,40/70,Anadarko,0.0,1118131807,significant change
08-01-2018,Proppant,40/70,Anadarko,0.0,1118131808,significant change
09-01-2018,Proppant,40/70,Anadarko,0.0,1118131809,significant change
10-01-2018,Proppant,40/70,Anadarko,0.0,1118131810,significant change
11-01-2018,Proppant,40/70,Anadarko,0.0,1118131811,significant change
12-01-2018,Proppant,40/70,Anadarko,0.0,1118131812,significant change
01-01-2019,Proppant,40/70,Anadarko,0.0,1118131901,significant change
02-01-2019,Proppant,40/70,Anadarko,0.0,1118131902,significant change
03-01-2019,Proppant,40/70,Anadarko,0.0,1118131903,significant change
04-01-2019,Proppant,40/70,Anadarko,0.0,1118131904,significant change
05-01-2019,Proppant,40/70,Anadarko,0.0,1118131905,significant change
06-01-2019,Proppant,40/70,Anadarko,0.0,1118131906,significant change
07-01-2019,Proppant,40/70,Anadarko,0.0,1118131907,significant change
08-01-2019,Proppant,40/70,Anadarko,0.0,1118131908,significant change
09-01-2019,Proppant,40/70,Anadarko,0.0,1118131909,significant change
10-01-2019,Proppant,40/70,Anadarko,0.0,1118131910,significant change
11-01-2019,Proppant,40/70,Anadarko,0.0,1118131911,significant change
12-01-2019,Proppant,40/70,Anadarko,0.0,1118131912,significant change
01-01-2020,Proppant,40/70,Anadarko,0.0,1118132001,significant change
02-01-2020,Proppant,40/70,Anadarko,0.0,1118132002,significant change
03-01-2020,Proppant,40/70,Anadarko,0.0,1118132003,significant change
04-01-2020,Proppant,40/70,Anadarko,0.0,1118132004,significant change
05-01-2020,Proppant,40/70,Anadarko,0.0,1118132005,significant change
06-01-2020,Proppant,40/70,Anadarko,0.0,1118132006,significant change
07-01-2020,Proppant,40/70,Anadarko,0.0,1118132007,significant change
08-01-2020,Proppant,40/70,Anadarko,0.0,1118132008,significant change
09-01-2020,Proppant,40/70,Anadarko,0.0,1118132009,significant change
10-01-2020,Proppant,40/70,Anadarko,0.0,1118132010,significant change
01-01-2018,Proppant,Proppant Price Index,Appalachian,0.0,1218111801,significant change
02-01-2018,Proppant,Proppant Price Index,Appalachian,0.0,1218111802,significant change
03-01-2018,Proppant,Proppant Price Index,Appalachian,-2.028003968398995e-08,1218111803,significant change
04-01-2018,Proppant,Proppant Price Index,Appalachian,-2.0457467426299797e-08,1218111804,significant change
05-01-2018,Proppant,Proppant Price Index,Appalachian,-1.0325156498604407e-08,1218111805,significant change
06-01-2018,Proppant,Proppant Price Index,Appalachian,-3.0671824324800655e-08,1218111806,significant change
07-01-2018,Proppant,Proppant Price Index,Appalachian,-2.0298408186150838e-08,1218111807,significant change
08-01-2018,Proppant,Proppant Price Index,Appalachian,-2.0391284461838e-08,1218111808,significant change
09-01-2018,Proppant,Proppant Price Index,Appalachian,-1.027290510199404e-08,1218111809,significant change
10-01-2018,Proppant,Proppant Price Index,Appalachian,0.0,1218111810,significant change
11-01-2018,Proppant,Proppant Price Index,Appalachian,-2.1030162884016923e-08,1218111811,significant change
12-01-2018,Proppant,Proppant Price Index,Appalachian,-4.3734258741739224e-08,1218111812,significant change
01-01-2019,Proppant,Proppant Price Index,Appalachian,-4.55999061345331e-08,1218111901,significant change
02-01-2019,Proppant,Proppant Price Index,Appalachian,-3.5734728267592016e-08,1218111902,significant change
03-01-2019,Proppant,Proppant Price Index,Appalachian,-2.5431838038586073e-08,1218111903,significant change
04-01-2019,Proppant,Proppant Price Index,Appalachian,-1.31418641990408e-08,1218111904,significant change
05-01-2019,Proppant,Proppant Price Index,Appalachian,-1.3480559047521918e-08,1218111905,significant change
06-01-2019,Proppant,Proppant Price Index,Appalachian,0.0,1218111906,significant change
07-01-2019,Proppant,Proppant Price Index,Appalachian,0.0,1218111907,significant change
08-01-2019,Proppant,Proppant Price Index,Appalachian,-1.4223436538351665e-08,1218111908,significant change
09-01-2019,Proppant,Proppant Price Index,Appalachian,-1.407153945173804e-08,1218111909,significant change
10-01-2019,Proppant,Proppant Price Index,Appalachian,0.0,1218111910,significant change
11-01-2019,Proppant,Proppant Price Index,Appalachian,0.0,1218111911,significant change
12-01-2019,Proppant,Proppant Price Index,Appalachian,0.0,1218111912,significant change
01-01-2020,Proppant,Proppant Price Index,Appalachian,0.0,1218112001,significant change
02-01-2020,Proppant,Proppant Price Index,Appalachian,0.0,1218112002,significant change
03-01-2020,Proppant,Proppant Price Index,Appalachian,0.0,1218112003,significant change
04-01-2020,Proppant,Proppant Price Index,Appalachian,0.0,1218112004,significant change
05-01-2020,Proppant,Proppant Price Index,Appalachian,1.526895354395622e-08,1218112005,significant change
06-01-2020,Proppant,Proppant Price Index,Appalachian,1.5344711777383248e-08,1218112006,significant change
07-01-2020,Proppant,Proppant Price Index,Appalachian,0.0,1218112007,significant change
08-01-2020,Proppant,Proppant Price Index,Appalachian,-1.540395646772247e-08,1218112008,significant change
09-01-2020,Proppant,Proppant Price Index,Appalachian,-1.5383542930859302e-08,1218112009,significant change
10-01-2020,Proppant,Proppant Price Index,Appalachian,0.0,1218112010,significant change
01-01-2018,Proppant,100-Mesh,Appalachian,0.0,1218121801,significant change
02-01-2018,Proppant,100-Mesh,Appalachian,0.0,1218121802,significant change
03-01-2018,Proppant,100-Mesh,Appalachian,0.0,1218121803,significant change
04-01-2018,Proppant,100-Mesh,Appalachian,0.0,1218121804,significant change
05-01-2018,Proppant,100-Mesh,Appalachian,0.0,1218121805,significant change
06-01-2018,Proppant,100-Mesh,Appalachian,0.0,1218121806,significant change
07-01-2018,Proppant,100-Mesh,Appalachian,0.0,1218121807,significant change
08-01-2018,Proppant,100-Mesh,Appalachian,0.0,1218121808,significant change
09-01-2018,Proppant,100-Mesh,Appalachian,0.0,1218121809,significant change
10-01-2018,Proppant,100-Mesh,Appalachian,0.0,1218121810,significant change
11-01-2018,Proppant,100-Mesh,Appalachian,0.0,1218121811,significant change
12-01-2018,Proppant,100-Mesh,Appalachian,0.0,1218121812,significant change
01-01-2019,Proppant,100-Mesh,Appalachian,0.0,1218121901,significant change
02-01-2019,Proppant,100-Mesh,Appalachian,0.0,1218121902,significant change
03-01-2019,Proppant,100-Mesh,Appalachian,0.0,1218121903,significant change
04-01-2019,Proppant,100-Mesh,Appalachian,0.0,1218121904,significant change
05-01-2019,Proppant,100-Mesh,Appalachian,0.0,1218121905,significant change
06-01-2019,Proppant,100-Mesh,Appalachian,0.0,1218121906,significant change
07-01-2019,Proppant,100-Mesh,Appalachian,0.0,1218121907,significant change
08-01-2019,Proppant,100-Mesh,Appalachian,0.0,1218121908,significant change
09-01-2019,Proppant,100-Mesh,Appalachian,0.0,1218121909,significant change
10-01-2019,Proppant,100-Mesh,Appalachian,0.0,1218121910,significant change
11-01-2019,Proppant,100-Mesh,Appalachian,0.0,1218121911,significant change
12-01-2019,Proppant,100-Mesh,Appalachian,0.0,1218121912,significant change
01-01-2020,Proppant,100-Mesh,Appalachian,0.0,1218122001,significant change
02-01-2020,Proppant,100-Mesh,Appalachian,0.0,1218122002,significant change
03-01-2020,Proppant,100-Mesh,Appalachian,0.0,1218122003,significant change
04-01-2020,Proppant,100-Mesh,Appalachian,0.0,1218122004,significant change
05-01-2020,Proppant,100-Mesh,Appalachian,0.0,1218122005,significant change
06-01-2020,Proppant,100-Mesh,Appalachian,0.0,1218122006,significant change
07-01-2020,Proppant,100-Mesh,Appalachian,0.0,1218122007,significant change
08-01-2020,Proppant,100-Mesh,Appalachian,0.0,1218122008,significant change
09-01-2020,Proppant,100-Mesh,Appalachian,0.0,1218122009,significant change
10-01-2020,Proppant,100-Mesh,Appalachian,0.0,1218122010,significant change
01-01-2018,Proppant,40/70,Appalachian,0.0,1218131801,significant change
02-01-2018,Proppant,40/70,Appalachian,0.0,1218131802,significant change
03-01-2018,Proppant,40/70,Appalachian,0.0,1218131803,significant change
04-01-2018,Proppant,40/70,Appalachian,0.0,1218131804,significant change
05-01-2018,Proppant,40/70,Appalachian,0.0,1218131805,significant change
06-01-2018,Proppant,40/70,Appalachian,0.0,1218131806,significant change
07-01-2018,Proppant,40/70,Appalachian,0.0,1218131807,significant change
08-01-2018,Proppant,40/70,Appalachian,0.0,1218131808,significant change
09-01-2018,Proppant,40/70,Appalachian,0.0,1218131809,significant change
10-01-2018,Proppant,40/70,Appalachian,0.0,1218131810,significant change
11-01-2018,Proppant,40/70,Appalachian,0.0,1218131811,significant change
12-01-2018,Proppant,40/70,Appalachian,0.0,1218131812,significant change
01-01-2019,Proppant,40/70,Appalachian,0.0,1218131901,significant change
02-01-2019,Proppant,40/70,Appalachian,0.0,1218131902,significant change
03-01-2019,Proppant,40/70,Appalachian,0.0,1218131903,significant change
04-01-2019,Proppant,40/70,Appalachian,0.0,1218131904,significant change
05-01-2019,Proppant,40/70,Appalachian,0.0,1218131905,significant change
06-01-2019,Proppant,40/70,Appalachian,0.0,1218131906,significant change
07-01-2019,Proppant,40/70,Appalachian,0.0,1218131907,significant change
08-01-2019,Proppant,40/70,Appalachian,0.0,1218131908,significant change
09-01-2019,Proppant,40/70,Appalachian,0.0,1218131909,significant change
10-01-2019,Proppant,40/70,Appalachian,0.0,1218131910,significant change
11-01-2019,Proppant,40/70,Appalachian,0.0,1218131911,significant change
12-01-2019,Proppant,40/70,Appalachian,0.0,1218131912,significant change
01-01-2020,Proppant,40/70,Appalachian,0.0,1218132001,significant change
02-01-2020,Proppant,40/70,Appalachian,0.0,1218132002,significant change
03-01-2020,Proppant,40/70,Appalachian,0.0,1218132003,significant change
04-01-2020,Proppant,40/70,Appalachian,0.0,1218132004,significant change
05-01-2020,Proppant,40/70,Appalachian,0.0,1218132005,significant change
06-01-2020,Proppant,40/70,Appalachian,0.0,1218132006,significant change
07-01-2020,Proppant,40/70,Appalachian,0.0,1218132007,significant change
08-01-2020,Proppant,40/70,Appalachian,0.0,1218132008,significant change
09-01-2020,Proppant,40/70,Appalachian,0.0,1218132009,significant change
10-01-2020,Proppant,40/70,Appalachian,0.0,1218132010,significant change
01-01-2018,Proppant,Proppant Price Index,Ark-La-Tx,0.0,1318111801,significant change
02-01-2018,Proppant,Proppant Price Index,Ark-La-Tx,0.0,1318111802,significant change
03-01-2018,Proppant,Proppant Price Index,Ark-La-Tx,0.0,1318111803,significant change
04-01-2018,Proppant,Proppant Price Index,Ark-La-Tx,0.0,1318111804,significant change
05-01-2018,Proppant,Proppant Price Index,Ark-La-Tx,0.0,1318111805,significant change
06-01-2018,Proppant,Proppant Price Index,Ark-La-Tx,0.0,1318111806,significant change
07-01-2018,Proppant,Proppant Price Index,Ark-La-Tx,0.0,1318111807,significant change
08-01-2018,Proppant,Proppant Price Index,Ark-La-Tx,0.0,1318111808,significant change
09-01-2018,Proppant,Proppant Price Index,Ark-La-Tx,0.0,1318111809,significant change
10-01-2018,Proppant,Proppant Price Index,Ark-La-Tx,0.0,1318111810,significant change
11-01-2018,Proppant,Proppant Price Index,Ark-La-Tx,0.0,1318111811,significant change
12-01-2018,Proppant,Proppant Price Index,Ark-La-Tx,0.0,1318111812,significant change
01-01-2019,Proppant,Proppant Price Index,Ark-La-Tx,0.0,1318111901,significant change
02-01-2019,Proppant,Proppant Price Index,Ark-La-Tx,0.0,1318111902,significant change
03-01-2019,Proppant,Proppant Price Index,Ark-La-Tx,0.8701770023674958,1318111903,significant change
04-01-2019,Proppant,Proppant Price Index,Ark-La-Tx,3.3811991063021964,1318111904,significant change
05-01-2019,Proppant,Proppant Price Index,Ark-La-Tx,4.64562654988644,1318111905,significant change
06-01-2019,Proppant,Proppant Price Index,Ark-La-Tx,9.043415928085569,1318111906,significant change
07-01-2019,Proppant,Proppant Price Index,Ark-La-Tx,8.727203475664098,1318111907,significant change
08-01-2019,Proppant,Proppant Price Index,Ark-La-Tx,10.924526665843564,1318111908,significant change
09-01-2019,Proppant,Proppant Price Index,Ark-La-Tx,11.628265081086038,1318111909,significant change
10-01-2019,Proppant,Proppant Price Index,Ark-La-Tx,11.74668590770866,1318111910,significant change
11-01-2019,Proppant,Proppant Price Index,Ark-La-Tx,11.783329707024032,1318111911,significant change
12-01-2019,Proppant,Proppant Price Index,Ark-La-Tx,11.38241678948761,1318111912,significant change
01-01-2020,Proppant,Proppant Price Index,Ark-La-Tx,11.097583422049336,1318112001,significant change
02-01-2020,Proppant,Proppant Price Index,Ark-La-Tx,8.64409117878092,1318112002,significant change
03-01-2020,Proppant,Proppant Price Index,Ark-La-Tx,8.438040763411772,1318112003,significant change
04-01-2020,Proppant,Proppant Price Index,Ark-La-Tx,9.705042742170097,1318112004,significant change
05-01-2020,Proppant,Proppant Price Index,Ark-La-Tx,9.711731098991685,1318112005,significant change
06-01-2020,Proppant,Proppant Price Index,Ark-La-Tx,10.56366819009572,1318112006,significant change
07-01-2020,Proppant,Proppant Price Index,Ark-La-Tx,10.061498446105734,1318112007,significant change
08-01-2020,Proppant,Proppant Price Index,Ark-La-Tx,6.111782101152898,1318112008,significant change
09-01-2020,Proppant,Proppant Price Index,Ark-La-Tx,0.9254397794264264,1318112009,significant change
10-01-2020,Proppant,Proppant Price Index,Ark-La-Tx,-4.772499340756914,1318112010,significant change
01-01-2018,Proppant,100-Mesh,Ark-La-Tx,0.0,1318121801,significant change
02-01-2018,Proppant,100-Mesh,Ark-La-Tx,0.0,1318121802,significant change
03-01-2018,Proppant,100-Mesh,Ark-La-Tx,0.0,1318121803,significant change
04-01-2018,Proppant,100-Mesh,Ark-La-Tx,0.0,1318121804,significant change
05-01-2018,Proppant,100-Mesh,Ark-La-Tx,0.0,1318121805,significant change
06-01-2018,Proppant,100-Mesh,Ark-La-Tx,0.0,1318121806,significant change
07-01-2018,Proppant,100-Mesh,Ark-La-Tx,0.0,1318121807,significant change
08-01-2018,Proppant,100-Mesh,Ark-La-Tx,0.0,1318121808,significant change
09-01-2018,Proppant,100-Mesh,Ark-La-Tx,0.0,1318121809,significant change
10-01-2018,Proppant,100-Mesh,Ark-La-Tx,0.0,1318121810,significant change
11-01-2018,Proppant,100-Mesh,Ark-La-Tx,0.0,1318121811,significant change
12-01-2018,Proppant,100-Mesh,Ark-La-Tx,0.0,1318121812,significant change
01-01-2019,Proppant,100-Mesh,Ark-La-Tx,0.0,1318121901,significant change
02-01-2019,Proppant,100-Mesh,Ark-La-Tx,0.0,1318121902,significant change
03-01-2019,Proppant,100-Mesh,Ark-La-Tx,1.958396427481124,1318121903,significant change
04-01-2019,Proppant,100-Mesh,Ark-La-Tx,7.536162361957327,1318121904,significant change
05-01-2019,Proppant,100-Mesh,Ark-La-Tx,10.972252000887591,1318121905,significant change
06-01-2019,Proppant,100-Mesh,Ark-La-Tx,18.77436360112685,1318121906,significant change
07-01-2019,Proppant,100-Mesh,Ark-La-Tx,20.368951256746293,1318121907,significant change
08-01-2019,Proppant,100-Mesh,Ark-La-Tx,25.721956475407307,1318121908,significant change
09-01-2019,Proppant,100-Mesh,Ark-La-Tx,27.439398012148125,1318121909,significant change
10-01-2019,Proppant,100-Mesh,Ark-La-Tx,29.218545940870516,1318121910,significant change
11-01-2019,Proppant,100-Mesh,Ark-La-Tx,29.6403203690209,1318121911,significant change
12-01-2019,Proppant,100-Mesh,Ark-La-Tx,27.939708851969293,1318121912,significant change
01-01-2020,Proppant,100-Mesh,Ark-La-Tx,26.067138536133907,1318122001,significant change
02-01-2020,Proppant,100-Mesh,Ark-La-Tx,20.53381367680674,1318122002,significant change
03-01-2020,Proppant,100-Mesh,Ark-La-Tx,19.082298729792782,1318122003,significant change
04-01-2020,Proppant,100-Mesh,Ark-La-Tx,20.549723548804824,1318122004,significant change
05-01-2020,Proppant,100-Mesh,Ark-La-Tx,18.823853771859305,1318122005,significant change
06-01-2020,Proppant,100-Mesh,Ark-La-Tx,20.589375273009768,1318122006,significant change
07-01-2020,Proppant,100-Mesh,Ark-La-Tx,18.11854014121588,1318122007,significant change
08-01-2020,Proppant,100-Mesh,Ark-La-Tx,10.735815333319628,1318122008,significant change
09-01-2020,Proppant,100-Mesh,Ark-La-Tx,4.427675637427774,1318122009,significant change
10-01-2020,Proppant,100-Mesh,Ark-La-Tx,0.6205242843091034,1318122010,significant change
01-01-2018,Proppant,40/70,Ark-La-Tx,0.0,1318131801,significant change
02-01-2018,Proppant,40/70,Ark-La-Tx,0.0,1318131802,significant change
03-01-2018,Proppant,40/70,Ark-La-Tx,0.0,1318131803,significant change
04-01-2018,Proppant,40/70,Ark-La-Tx,0.0,1318131804,significant change
05-01-2018,Proppant,40/70,Ark-La-Tx,0.0,1318131805,significant change
06-01-2018,Proppant,40/70,Ark-La-Tx,0.0,1318131806,significant change
07-01-2018,Proppant,40/70,Ark-La-Tx,0.0,1318131807,significant change
08-01-2018,Proppant,40/70,Ark-La-Tx,0.0,1318131808,significant change
09-01-2018,Proppant,40/70,Ark-La-Tx,0.0,1318131809,significant change
10-01-2018,Proppant,40/70,Ark-La-Tx,0.0,1318131810,significant change
11-01-2018,Proppant,40/70,Ark-La-Tx,0.0,1318131811,significant change
12-01-2018,Proppant,40/70,Ark-La-Tx,0.0,1318131812,significant change
01-01-2019,Proppant,40/70,Ark-La-Tx,0.0,1318131901,significant change
02-01-2019,Proppant,40/70,Ark-La-Tx,0.0,1318131902,significant change
03-01-2019,Proppant,40/70,Ark-La-Tx,0.0,1318131903,significant change
04-01-2019,Proppant,40/70,Ark-La-Tx,0.0,1318131904,significant change
05-01-2019,Proppant,40/70,Ark-La-Tx,0.0,1318131905,significant change
06-01-2019,Proppant,40/70,Ark-La-Tx,0.0,1318131906,significant change
07-01-2019,Proppant,40/70,Ark-La-Tx,0.0,1318131907,significant change
08-01-2019,Proppant,40/70,Ark-La-Tx,0.0,1318131908,significant change
09-01-2019,Proppant,40/70,Ark-La-Tx,0.0,1318131909,significant change
10-01-2019,Proppant,40/70,Ark-La-Tx,0.0,1318131910,significant change
11-01-2019,Proppant,40/70,Ark-La-Tx,0.0,1318131911,significant change
12-01-2019,Proppant,40/70,Ark-La-Tx,0.0,1318131912,significant change
01-01-2020,Proppant,40/70,Ark-La-Tx,0.0,1318132001,significant change
02-01-2020,Proppant,40/70,Ark-La-Tx,0.0,1318132002,significant change
03-01-2020,Proppant,40/70,Ark-La-Tx,0.0,1318132003,significant change
04-01-2020,Proppant,40/70,Ark-La-Tx,0.0,1318132004,significant change
05-01-2020,Proppant,40/70,Ark-La-Tx,0.0,1318132005,significant change
06-01-2020,Proppant,40/70,Ark-La-Tx,0.0,1318132006,significant change
07-01-2020,Proppant,40/70,Ark-La-Tx,0.0,1318132007,significant change
08-01-2020,Proppant,40/70,Ark-La-Tx,0.0,1318132008,significant change
09-01-2020,Proppant,40/70,Ark-La-Tx,-3.555037546506896,1318132009,significant change
10-01-2020,Proppant,40/70,Ark-La-Tx,-10.847569323390156,1318132010,significant change
01-01-2018,Proppant,Proppant Price Index,Denver Julesburg,0.0,1418111801,significant change
02-01-2018,Proppant,Proppant Price Index,Denver Julesburg,0.0,1418111802,significant change
03-01-2018,Proppant,Proppant Price Index,Denver Julesburg,0.0,1418111803,significant change
04-01-2018,Proppant,Proppant Price Index,Denver Julesburg,0.0,1418111804,significant change
05-01-2018,Proppant,Proppant Price Index,Denver Julesburg,0.0,1418111805,significant change
06-01-2018,Proppant,Proppant Price Index,Denver Julesburg,0.0,1418111806,significant change
07-01-2018,Proppant,Proppant Price Index,Denver Julesburg,0.0,1418111807,significant change
08-01-2018,Proppant,Proppant Price Index,Denver Julesburg,2.1010424863510233e-08,1418111808,significant change
09-01-2018,Proppant,Proppant Price Index,Denver Julesburg,0.0,1418111809,significant change
10-01-2018,Proppant,Proppant Price Index,Denver Julesburg,-1.0462778823789205e-08,1418111810,significant change
11-01-2018,Proppant,Proppant Price Index,Denver Julesburg,-2.124381998134873e-08,1418111811,significant change
12-01-2018,Proppant,Proppant Price Index,Denver Julesburg,0.0,1418111812,significant change
01-01-2019,Proppant,Proppant Price Index,Denver Julesburg,1.0688516525924727e-08,1418111901,significant change
02-01-2019,Proppant,Proppant Price Index,Denver Julesburg,1.0748805141138532e-08,1418111902,significant change
03-01-2019,Proppant,Proppant Price Index,Denver Julesburg,1.0937886315091518e-08,1418111903,significant change
04-01-2019,Proppant,Proppant Price Index,Denver Julesburg,0.0,1418111904,significant change
05-01-2019,Proppant,Proppant Price Index,Denver Julesburg,0.0,1418111905,significant change
06-01-2019,Proppant,Proppant Price Index,Denver Julesburg,0.0,1418111906,significant change
07-01-2019,Proppant,Proppant Price Index,Denver Julesburg,-2.3928401397118864e-08,1418111907,significant change
08-01-2019,Proppant,Proppant Price Index,Denver Julesburg,-1.2805233932217798e-08,1418111908,significant change
09-01-2019,Proppant,Proppant Price Index,Denver Julesburg,0.0,1418111909,significant change
10-01-2019,Proppant,Proppant Price Index,Denver Julesburg,-1.4339807620986166e-08,1418111910,significant change
11-01-2019,Proppant,Proppant Price Index,Denver Julesburg,-1.504778577278652e-08,1418111911,significant change
12-01-2019,Proppant,Proppant Price Index,Denver Julesburg,-1.585918457316218e-08,1418111912,significant change
01-01-2020,Proppant,Proppant Price Index,Denver Julesburg,-1.6588479078958135e-08,1418112001,significant change
02-01-2020,Proppant,Proppant Price Index,Denver Julesburg,-1.728837603052292e-08,1418112002,significant change
03-01-2020,Proppant,Proppant Price Index,Denver Julesburg,0.0,1418112003,significant change
04-01-2020,Proppant,Proppant Price Index,Denver Julesburg,-1.935902274303768e-08,1418112004,significant change
05-01-2020,Proppant,Proppant Price Index,Denver Julesburg,0.0,1418112005,significant change
06-01-2020,Proppant,Proppant Price Index,Denver Julesburg,-2.050173725926432e-08,1418112006,significant change
07-01-2020,Proppant,Proppant Price Index,Denver Julesburg,-2.0835807086696522e-08,1418112007,significant change
08-01-2020,Proppant,Proppant Price Index,Denver Julesburg,-2.1363109494232673e-08,1418112008,significant change
